cost	category	item_id	display_name	override_display_name
0	Paw	LMAZI.	LMAZI.	PINECONE GRENADE PIN LEFT
0	Paw	LMAZJ.	LMAZJ.	PINECONE GRENADE PIN RIGHT
0	Shirt	LBASV.	LBASV.	SHIRT LAB COAT N E
0	Shirt	LBASW.	LBASW.	SHIRT LAB COAT N E A A C
4000	Back	LMAYX.	LMAYX.	STAFF GNOME LANTERN
3500	Back	LMAYZ.	LMAYZ.	SWORD GRASS BLADE
3200	Arms	LMAZB.	LMAZB.	THORN LAUNCHER
2000	Shirt	LBASQ.	LBASQ.	THORNS VINES BODY WRAP
2200	Paw	LMAZC.	LMAZC.	THORNS VINES HAND WRAPS
3000	Back	LMAZN.	LMAZN.	BACK COSMIC SNAIL ARMOR
0	Badge	LBAST.	LBAST.	BADGE MONKTOON KEV
2200	Hat	LHANH.	LHANH.	CROWN COSMIC SNAIL
2000	Face	LFAJO.	LFAJO.	EVOLVING BEARD
3000	Arms	LMAZD.	LMAZD.	FLASHLIGHT BLACKLIGHT
2800	Arms	LMAYJ.	LMAYJ.	INCENSE PLATE
0	Collectable	LPAAH.	LPAAH.	MONKTOON COMIC 000
200	Collectable	LPAAI.	LPAAI.	MONKTOON COMIC 001
200	Collectable	LPAAJ.	LPAAJ.	MONKTOON COMIC 002
200	Collectable	LPAAK.	LPAAK.	MONKTOON COMIC 003
200	Collectable	LPAAT.	LPAAT.	MONKTOON COMIC 012
1600	Hat	LHANF.	LHANF.	MONKTOON KEV HAT
1600	Shirt	LBASU.	LBASU.	MONKTOON KEV SHIRT
0	Back	LMAZF.	LMAZF.	MONKTOONS READER
2200	Set	LSAEC.	LSAEC.	MONKTOONS READER SET
3200	Back	LMAZG.	LMAZG.	PLUSHIE YETI
5500	Fur	LBASZ.	LBASZ.	STYLED SNAIL GALAXY FUR
1500	Shirt	LBASY.	LBASY.	STYLED SNAIL SHIRT
0	Badge	LBATK.	LBATK.	BADGE PALM TREE
1900	Hat	LHANI.	LHANI.	BANDANA TIE DYE
1900	Hat	LHANJ.	LHANJ.	BANDANA TIE DYE V2
5000	Arms	LMAZQ.	LMAZQ.	DUMB BELL GOLD
1900	Face	LFAJS.	LFAJS.	GLASSES GUNG FU
2400	Paw	LMAZR.	LMAZR.	HANDS SCUBA FLIPPERS
2300	Hat	LHANK.	LHANK.	HAT SHARK FIN
2000	Hat	LHANL.	LHANL.	HAT SUN VISOR SUMMER
2100	Hat	LHANM.	LHANM.	HAT SUNHAT PINK
1700	Pants	LBATI.	LBATI.	PANTS SWIM TRUNKS A
1700	Pants	LBATJ.	LBATJ.	PANTS SWIM TRUNKS B
2200	Shirt	LBATE.	LBATE.	SHIRT HAWAIIAN SUMMER 2026
1500	Shirt	LBATF.	LBATF.	SHIRT TNK TOP
3000	Arms	LMAZP.	LMAZP.	SQUEEZY TURTLE
1900	Shirt	LBATG.	LBATG.	SUN DRESS SUMMER
2000	Shirt	LBATC.	LBATC.	SWIM SUIT A
2000	Shirt	LBATD.	LBATD.	SWIM SUIT B
2000	Shirt	LBATA.	LBATA.	TSHIRT TIE DYE
2000	Shirt	LBATB.	LBATB.	TSHIRT TIE DYE V2
2300	Pants	LBATH.	LBATH.	TURTLE FLOATY
0	Badge	LBATS.	LBATS.	BADGE BOOMBOX
1500	Hat	LHAOA.	LHAOA.	BEANS FEST2026 PARTY HAT
0	Back	LMBAH.	LMBAH.	BOOMBOX
5500	Set	LSAEK.	LSAEK.	BOOMBOX SET
3500	Back	LMAZE.	LMAZE.	BREAD BUDDY CHEESE LOUISE
0	Back	LMBAG.	LMBAG.	BREAKDANCE BUNDLE BOOMBOX
0	Set	LSAEH.	LSAEH.	BREAKDANCER PACK
0	Set	LSAEI.	LSAEI.	CARDBOARD MONKENAUT PACK
0	Collectable	LPAAU.	LPAAU.	CASSETTE TAPE_00
0	Collectable	LPAAV.	LPAAV.	CASSETTE TAPE_01
0	Collectable	LPAAW.	LPAAW.	CASSETTE TAPE_02
0	Collectable	LPAAX.	LPAAX.	CASSETTE TAPE_03
500	Collectable	LPAAY.	LPAAY.	CASSETTE TAPE_04
500	Collectable	LPAAZ.	LPAAZ.	CASSETTE TAPE_05
500	Collectable	LPABA.	LPABA.	CASSETTE TAPE_06
0	Hat	LHANC.	LHANC.	CRAFTY GSP HELMET
0	Shirt	LBASN.	LBASN.	CRAFTY GSP SUIT
2000	Face	LFAJV.	LFAJV.	CREATOR FEST 2026 FACE PAINT
5500	Arms	LMBAJ.	LMBAJ.	CREATOR FEST 2026 FIREBALL
6000	Back	LMBAP.	LMBAP.	CREATOR FEST 2026 WIZARD STAFF
0	Hat	LHANU.	LHANU.	CREATOR FEST WIZARD HAT2026
1900	Face	LFAJW.	LFAJW.	CREATOR FEST2026 EYES
2000	Hat	LHANV.	LHANV.	CREATOR FEST2026 G T LOGO BALLCAP
2200	Shirt	LBATU.	LBATU.	CREATOR FEST2026 G T LOGO TEE
3000	Hat	LHANW.	LHANW.	CREATOR FEST2026 O G BASIC BEANIE
0	Badge	LBATV.	LBATV.	CREATOR FEST2026 SWAGBAG FRANK&BEANS BADGE
0	Arms	LMBAK.	LMBAK.	CREATOR FEST2026 SWAGBAG KAZOO
0	Arms	LMBAL.	LMBAL.	CREATOR FEST2026 SWAGBAG SQUEEZE BALL
6000	Arms	LMBAI.	LMBAI.	CREATOR FEST2026 TURKEY LEG
0	Face	LFAJU.	LFAJU.	CREATOR FEST2026 WIZARD BEARD
0	Shirt	LBATT.	LBATT.	CREATOR FEST2026 WIZARD ROBE
0	Set	LSAEJ.	LSAEJ.	CREATORFEST 26 SWAG BAG
6000	Set	LSAEG.	LSAEG.	CREATORFEST 26 WIZARD SET
0	Arms	LMAZO.	LMAZO.	GCORP PHONE FRANK LEFT
0	Arms	LMAZL.	LMAZL.	GCORP PHONE FRANK RIGHT
0	Arms	LMBAO.	LMBAO.	GCORP PHONE GOLDEN
0	Arms	LMBAN.	LMBAN.	GCORP PHONE STANDARD
0	Arms	LMBAM.	LMBAM.	GOLDEN MONKE PAW STATUE
0	Hat	LHANX.	LHANX.	HAT HIP HOP BUCKET
200	Collectable	LPAAL.	LPAAL.	MONKTOON COMIC 004
200	Collectable	LPAAM.	LPAAM.	MONKTOON COMIC 005
200	Collectable	LPAAN.	LPAAN.	MONKTOON COMIC 006
200	Collectable	LPABB.	LPABB.	MONKTOON COMIC 013
0	Shirt	LBATR.	LBATR.	SHIRT HIP HOP SUIT
0	Arms	LMAYQ.	LMAYQ.	TICKET GORILLA CON2026
2200	Hat	LHANZ.	LHANZ.	ALIEN EYE STALK HAT
3500	Arms	LMBAT.	LMBAT.	ALIEN SPECIMEN CANISTER
0	Badge	LBAUC.	LBAUC.	BADGE U F O
0	Arms	LMAZM.	LMAZM.	DIGICAL VMT PLUSH
2300	Paw	LMBAR.	LMBAR.	FLOPPY TENTACLE FINGERS
2700	Pants	LBAUA.	LBAUA.	FLYING SAUCER PANTS
2500	Paw	LMBAQ.	LMBAQ.	GLOWING ALIEN FINGERS
1900	Face	LFAJX.	LFAJX.	GREY ALIEN FACE
3000	Fur	LBAUB.	LBAUB.	GREY ALIEN FUR
0	Arms	LMBAF.	LMBAF.	HOLDABLE V I M BANANA
2100	Face	LFAJY.	LFAJY.	HUGGY FACE ALIEN
4400	Arms	LMAXW.	LMAXW.	MODEL ROCKET
3400	Back	LMAZK.	LMAZK.	PLUSHIE MOTHMAN V2
5000	Arms	LMBAS.	LMBAS.	RC FLYING SAUCER
2000	Shirt	LBAUF.	LBAUF.	RED DOT SHIRT
2100	Shirt	LBAUG.	LBAUG.	U F O PATTERN HAWAIIAN SHIRT
2000	Pants	LBATX.	LBATX.	V M T BAGGY JEAN LEGS
1500	Shirt	LBATW.	LBATW.	V M T DIAMOND BANANA APPLIQUE SHIRT
1500	Hat	LHANY.	LHANY.	V M T DIAMOND BANANA HAT
1900	Shirt	LBATY.	LBATY.	V M T VARSITY JACKET
